closed,district,iec_district_id,iec_prov_id,lat,lon,map_accuracy,pc_code,pc_location,pc_name,province,ps_female,ps_male,ps_total,verification_note
0,Tagab,06,02,34.85358832,69.6453694300001,تعمیر,0206078,District Compound,Ghazi Usman High School,Kapisa,0,3,3,Building
0,Kohi Safi,08,03,34.85720486,69.3929361000001,تعمیر,0308143,Mula Ahmad Khel,Mula Ahmad Khel School,Parwan,1,1,2,Building
0,Kohi Safi,08,03,34.7948341900001,69.4639738100001,تعمیر,0308144,Dandar,Dandar School,Parwan,1,1,2,Building
0,Alishing,03,07,34.77972019,70.11452913,قریه,0703093,Alishang,Kotwal Khando Village Mosque,Laghman,1,2,3,Village
0,Chapa Dara,13,15,34.9973961100001,70.7366576,قریه,1513082,Morchal Village,Morchal Village Primary School,Kunar,1,3,4,Village
0,Noor Gal,14,15,34.6140800600001,70.7620080800001,تعمیر,1514083,Bar Noor Gul,Bar Noor Gul Boys High School,Kunar,2,1,3,Building
0,Argo,02,17,36.9862397700001,70.63250517,تعمیر,1702054,Gazan ,Gazan Mosque,Badakhshan,1,2,3,Building
0,Argo,02,17,37.05528508,70.6547012300001,تعمیر,1702055,Bagh Mubarak,Bagh Mubarak School,Badakhshan,1,2,3,Building
0,Taywara,08,23,33.5924181500001,64.22200661,قریه,2308232,Seb Talkh,Seb Talkh School,Ghor,1,1,2,Village
0,Qadis,04,31,34.7617870900001,63.5289074300001,ولسوالی,3104086,Qooli Zardak,Qoole Zardak,Badghis,1,1,2,District
0,Gulistan,10,33,32.61456274,63.6732466,قریه,3310172,Qala-E-Kohna,Qala Kohna Boys Primary School,Farah,1,1,2,Village
0,Delaram,06,34,32.1934924000001,63.5580162300001,قریه,3406057,Dangar Abad ,Dangar Abad ,Nimroz,1,1,2,Village
0,Salang,06,03,35.1753623310001,69.2223161540001,تعمیر,0306064,Takhma ,Takhma Mosque,Parwan,1,2,3,Building
0,Qadis,04,31,34.7153144150001,63.863211312,تعمیر,3104080,Nawa Mullah Gadah ,Nawa Mullah Gadah Mosque,Badghis,1,1,2,Building
0,Surkhi Parsa,09,03,34.9163567540001,68.6460671160001,تعمیر,0309142,Lolenj ,Ziarat-E-Shah Daleer Lolenj ,Parwan,1,1,2,Building
0,Kabul-D01,01,01,34.5108701,69.1751191100001,تعمیر,0101013,Chendawol,Takya Khana-E-Umomi,Kabul,2,3,5,Building
0,Kabul-D11,01,01,34.5695,69.13307222,تعمیر,0101244,Qala-E-Najarha,No.16Th Secondary School,Kabul,3,4,7,Building
0,Paghman,02,01,34.5427799100001,68.964355,تعمیر,0102417,Orya Khel,Orya Khel Secondary School,Kabul,1,1,2,Building
0,Paghman,02,01,34.48005115,68.94906596,قریه,0102418,Chawk Arghandi,Saha-E-Kuchiha,Kabul,1,2,3,Village
0,Chahar Asyab,03,01,34.3522922200001,69.1171451000001,قریه,0103422,Nowniaz,Malik Khani House,Kabul,1,1,2,Village
0,Chahar Asyab,03,01,34.41689761,69.1451815300001,تعمیر,0103423,Bala Qala,Chahar Asyab Boys High School,Kabul,1,2,3,Building
0,Bagrami,04,01,34.4701052120001,69.2006840620001,تعمیر,0104459,Valayati,Shaheed Mohammad Arif Zarif Secondary School,Kabul,2,2,4,Building
0,Bagrami,04,01,34.4675,69.31333333,تعمیر,0104460,Karez Bakr Village,Kariz Bakr Primary School,Kabul,1,2,3,Building
0,Dehsabz,05,01,34.646100641,69.3945421760001,تعمیر,0105472,Deh Sabz Khas,Deh Sabz-E-Khas Girls High School,Kabul,1,1,2,Building
0,Dehsabz,05,01,34.6083699500002,69.2623854700001,تعمیر,0105474,Qala-E-Zarin,Haji Ahmad Shah Mosque,Kabul,2,2,4,Building
0,Shakar Dara,06,01,34.6854503900001,69.03443985,تعمیر,0106394,Qala-E-Wazir,Dara-E-Shakar Dara High School,Kabul,3,4,7,Building
0,Shakar Dara,06,01,34.66741061,69.07541514,تعمیر,0106395,Qala-E-Murad Big,Qala-E-Murad Big High School,Kabul,3,3,6,Building
0,Qara Bagh,14,01,34.8658886500001,69.18468964,تعمیر,0114366,Denar Khel,Abdul Rahman Ba Ba Secondary School,Kabul,2,2,4,Building
0,Qara Bagh,14,01,34.8439567400001,69.15720909,تعمیر,0114367,District Capital,Abdul Wakil Shaheed High School,Kabul,2,3,5,Building
0,Surubi,15,01,34.56868747,69.7199007500001,تعمیر,0115479,Loy Kalai,Yar Del Orya Khel Mosque,Kabul,1,2,3,Building
0,Surubi,15,01,34.3648415700001,69.57981103,تعمیر,0115480,Loy Kalai,Tezen-E-Khas Primary School,Kabul,1,2,3,Building
0,Surubi,15,01,34.5777662900001,69.5957826100001,تعمیر,0115517,Guga Manda,Guga Manda School,Kabul,1,1,2,Building
0,Surubi,15,01,34.66239124,69.83624382,تعمیر,0115518,Sper Kundi,Sperkundi School,Kabul,1,1,2,Building
0,Surkh Rud,03,06,34.43259103,70.40295759,قریه,0603084,Du Saraka,Bakhtaan Clinic,Nangarhar,2,0,2,Village
0,Surkh Rud,03,06,34.3565734100001,70.2230946500001,تعمیر,0603085,Fateh Abad,Fateh Abad Clinic,Nangarhar,0,3,3,Building
0,Waras,07,10,34.0810675700001,66.9258533500001,تعمیر,1007150,Takhta Ha,Takhta Ha Mosque,Bamyan,1,1,2,Building
0,Waras,07,10,34.0316732100001,66.9716103900001,تعمیر,1007151,Waaz Darghan,Waaz Darghan Mosque,Bamyan,1,1,2,Building
0,Waras,07,10,34.1179056500001,66.9681941800001,تعمیر,1007159,Nas Patan,Toop-E-Ismael Mosque,Bamyan,1,2,3,Building
0,Sar Rawza,05,12,32.9709349,69.0737705700001,قریه,1205081,Shah Tori,Big Mosque,Paktika,0,2,2,Village
0,Sar Rawza,05,12,32.9713882300001,69.07476653,قریه,1205082,Shah Tori,Mohammad Hayat Guest House,Paktika,2,0,2,Village
0,Gomal,08,12,32.1846380500001,69.00664213,تعمیر,1208126,Payandi Village,Mawlavi Serajuddin Madressa,Paktika,1,3,4,Building
0,Gomal,08,12,32.44728365,68.8517283700001,قریه,1208127,Shekin,Shekin Bazaar Mosque,Paktika,0,2,2,Village
0,Laja Ahmad Khel,08,13,33.885779689,69.6776687600001,قریه,1308207,"Moti Village, Sakander Khel",Moti School,Paktya,1,1,2,Village
0,Jani Khel,09,13,33.6666621700001,69.7848217000001,قریه,1309170,"Kotkai, Setar Kalai",Kotkai Mosque,Paktya,0,2,2,Village
0,Khost,01,14,33.3261499500001,69.9427947,قریه,1401003,Omar Village,Omer Village Dermand,Khost,1,3,4,Village
0,Khost,01,14,33.3276505000001,69.94409176,قریه,1401004,Shamal Omar Village,Mohammad Vally Shah Hojra,Khost,1,1,2,Village
0,Char Dara,02,19,36.632766822,68.8499796840001,تعمیر,1902115,Naqil Salarzai,Salarzai Mosque,Kunduz,1,2,3,Building
0,Hazrat-E-Imam Sahib,05,19,37.1945654800001,68.89822911,تعمیر,1905093,Imam Sahib City,Nomania Secondary School,Kunduz,1,3,4,Building
0,Hazrat-E-Imam Sahib,05,19,37.1554961900001,68.9059141100001,تعمیر,1905094,Ota Blaqiha Village,Ortablaqi School,Kunduz,1,2,3,Building
0,Roi-Do-Ab,05,20,35.5039732500001,67.76274366,تعمیر,2005072,Aabkhorak Village,Aabkhorak Madrassa,Samangan,1,3,4,Building
0,Roi-Do-Ab,05,20,35.5649199800001,67.81933833,تعمیر,2005073,District Compound,Do Aab Madrassa,Samangan,1,2,3,Building
0,Mingajik,04,28,37.00583957,66.0840622700001,تعمیر,2804069,Chaar Changhoo,Chaar Changhoo High School,Jawzjan,2,2,4,Building
0,Mingajik,04,28,37.01402769,66.1370851500001,تعمیر,2804070,Mangjeek,Mangjeek School,Jawzjan,2,2,4,Building
0,Khamyab,06,28,37.5317154700001,65.71695304,تعمیر,2806086,Qarnas,Qarnas School,Jawzjan,1,2,3,Building
0,Khamyab,06,28,37.49518735,65.80223849,تعمیر,2806087,Chopli,Chopli Tapa,Jawzjan,1,1,2,Building
0,Qaisar,07,29,35.72003963,64.15662982,تعمیر,2907110,Zori Ha,Zori Ha Primary School,Faryab,1,2,3,Building
0,Dawlat Abad,09,29,36.4199761400001,64.8847303900001,تعمیر,2909158,Bay Qala Qozi ,Qozi Bay Qala Girls High School,Faryab,2,2,4,Building
0,Dawlat Abad,09,29,36.36500584,64.90297028,تعمیر,2909159,Kokcha Qala,Jar Qala School,Faryab,2,2,4,Building
0,Enjil,02,32,34.27960544,62.39698059,تعمیر,3202078,Sar Hasan Khwaja Village ,Shohada Secondary School ,Herat,0,2,2,Building
0,Pashtun Zarghun,06,32,34.2248117400001,62.62732016,تعمیر,3206128,Shad Abad Village ,Shah Abad School ,Herat,2,3,5,Building
0,Pashtun Zarghun,06,32,34.2180142000001,62.59203992,قریه,3206129,Gul Meer Village ,Gul Meer High School ,Herat,1,2,3,Village
1,Kushk (Rubat-E-Sangi),07,32,34.9766172600001,62.0191119,تعمیر,3207180,Khwaja Sabz Posh ,Khwaja Sabz Posh School,Herat,1,2,3,Building
0,Lash-E-Juwayn,09,33,31.62775303,61.50522186,تعمیر,3309097,Daraq ,Daraq Secondary School,Farah,2,2,4,Building
0,Lash-E-Juwayn,09,33,31.5004635400001,61.50595113,تعمیر,3309098,Deh Shaikh ,Deh Shaikh Mosque,Farah,1,1,2,Building
0,Surkhi Parsa,09,03,34.7273239200001,68.7410035,تعمیر,0309140,Dahan-E-Barik ,Qatandar School ,Parwan,1,1,2,Building
0,Wakhan,28,17,37.0098997200001,73.40719502,تعمیر,1728212,Patokh,Sarhad Pamir_Patokh High School,Badakhshan,1,1,2,Building
0,Kabul-D03,01,01,34.51087045,69.1320396300001,تعمیر,0101038,Sarai Ghazni,Sayed Jamalluddin Teacher Training School,Kabul,2,3,5,Building
0,Kabul-D03,01,01,34.51050182,69.1577510400001,تعمیر,0101039,Dehmazang,Amir Dust Mohammad Khan School,Kabul,2,3,5,Building
0,Kabul-D05,01,01,34.5145224300001,69.1075899800001,تعمیر,0101093,Sarai Heratiha,Mohammad Qayam Khan Primary School,Kabul,1,2,3,Building
0,Kabul-D08,01,01,34.49134022,69.19258758,تعمیر,0101430,Nahia 9,Noman Ibne Sabit Mosque,Kabul,5,4,9,Building
0,Kabul-D08,01,01,34.50083333,69.215,تعمیر,0101491,Jadid Abad Village,Abu Baker Sediq Mosque,Kabul,1,2,3,Building
0,Mir Bacha Kot,08,01,34.71223166,69.10733235,تعمیر,0108337,Guzar Village,Mir Hameedullah School,Kabul,2,2,4,Building
0,Mir Bacha Kot,08,01,34.6979907670001,69.093598807,تعمیر,0108338,Sofian,Pul-E-Sofian School,Kabul,1,2,3,Building
0,Behsud,02,06,34.4547777200001,70.5058421100001,تعمیر,0602050,Jamaly,Shahid Agha Mosque,Nangarhar,0,4,4,Building
0,Behsud,02,06,34.4705520200002,70.5091644800001,تعمیر,0602051,Jamaly,Malakh Village School,Nangarhar,3,0,3,Building
0,Shinwar,16,06,34.21979367,70.8154911600001,قریه,0616426,26 Viyala,Hospital Mosque,Nangarhar,3,0,3,Village
0,Shinwar,16,06,34.1922626490001,70.8112666440001,تعمیر,0616428,Ghani Khel,Daaga School,Nangarhar,2,3,5,Building
0,Muhmand Dara,17,06,34.23503825,70.9688076900001,تعمیر,0617472,Garde Ghows ,Gardee Ghows High  School,Nangarhar,2,2,4,Building
0,Muhmand Dara,17,06,34.24384156,70.88198936,تعمیر,0617474,Paas Basool,Aimal Khan High School,Nangarhar,4,2,6,Building
0,Sharan,01,12,33.19355742,68.81752065,تعمیر,1201009,Omer Khel,Aljahad Primary School,Paktika,0,3,3,Building
0,Sharan,01,12,33.1898591500001,68.82264376,قریه,1201010,Sra Qala,Primary School,Paktika,2,0,2,Village
0,Zarghun Shahr,07,12,32.8123109500001,68.4696935100001,قریه,1207096,Mohammad Hassan,Ibrahim Guest House,Paktika,2,0,2,Village
0,Zarghun Shahr,07,12,32.83058872,68.4886145500001,تعمیر,1207098,Mohammad Dost Village,Mohammad Dost Mosque,Paktika,2,2,4,Building
0,Ziruk,12,12,33.1583386300001,69.31137204,تعمیر,1212189,District Bazaar,Khaima Mosque,Paktika,0,3,3,Building
0,Gardez,01,13,33.5577007800001,69.1695911700001,تعمیر,1301006,Ibrahim Khel,Ibrahim Khel School,Paktya,3,4,7,Building
0,Gardez,01,13,33.63602654,69.1643234600001,تعمیر,1301007,Robaat Village,Robaat Boys School,Paktya,0,2,2,Building
0,Sayyid Karam,06,13,33.7541670900002,69.4520447300001,تعمیر,1306031,Karez,Karez Mosque,Paktya,0,2,2,Building
0,Sayyid Karam,06,13,33.75343072,69.45010404,تعمیر,1306032,Karez,Karez School,Paktya,2,0,2,Building
0,Samkani,10,13,33.8042207500001,69.8147040700001,تعمیر,1310157,"Chamkani, Shahr-E-Naw",District Central Hospital ,Paktya,4,0,4,Building
0,Samkani,10,13,33.7968913500001,69.7420219100001,تعمیر,1310159,"Tanni, Bagyaar",Sultan House,Paktya,4,0,4,Building
0,Samkani,10,13,33.71254472,69.7623237700001,قریه,1310160,Mangyaar Village,Eid Gul Mosque,Paktya,0,4,4,Village
0,Khost,01,14,33.31388832,69.95692123,تعمیر,1401047,Bangi Bagh,Rasool House,Khost,1,2,3,Building
0,Khost,01,14,33.3502290900001,70.02169062,تعمیر,1401161,Deri,Dere Madrassa,Khost,1,2,3,Building
0,Manduzay,02,14,33.2995106400001,69.86801995,تعمیر,1402085,Tora Worrai,Tora Wari High School Degan,Khost,1,1,2,Building
0,Manduzay,02,14,33.3230709800001,69.8617206000001,تعمیر,1402086,Deganano Village,Sayda Jan Mosque,Khost,1,1,2,Building
0,Taluqan,01,18,36.74563482,69.5562466000001,تعمیر,1801017,Bolak Orta Baz,Bolak Orta Baz Primary School,Takhar,1,2,3,Building
0,Namak Ab,06,18,36.59439838,69.6410895600001,تعمیر,1806083,Bekh Kotal,District Office,Takhar,2,3,5,Building
0,Balkh,06,21,36.8922792600001,66.7767767700001,تعمیر,2106159,Elqechee Village,Elqechee School,Balkh,1,2,3,Building
0,Enjil,02,32,34.3600710600001,62.1479616600001,تعمیر,3202038,Abul Waleed,Abul Waleed Mosque,Herat,2,2,4,Building
0,Enjil,02,32,34.3441705470001,62.135461035,تعمیر,3202039,Gow Butan ,Gow Butan High School ,Herat,1,2,3,Building
0,Karrukh,04,32,34.3768021570001,62.4448446850001,تعمیر,3204158,Islam Abad Village ,Islam Abad School ,Herat,1,1,2,Building
0,Karrukh,04,32,34.3581073200001,62.39578671,تعمیر,3204159,Pahlawan Peri Village,Pahlawan Peri Scondary School ,Herat,1,1,2,Building
0,Karrukh,04,32,34.54668731,62.3171772,تعمیر,3204163,Korpa Village ,Korpa School,Herat,2,1,3,Building
0,Karrukh,04,32,34.57343081,63.0914111,قریه,3204164,Mjid Chobi ,Kochis Location ,Herat,1,2,3,Village
0,Shindand,14,32,33.2060007,62.1931337000001,تعمیر,3214336,Chahar Qala-E-Duowm ,Chahar Qala-E-Dowom Clinic ,Herat,1,1,2,Building
0,Farah,01,33,32.3545020630001,62.0864838430001,تعمیر,3301247,Sang Zor,Sang Zor Mosque,Farah,1,2,3,Building
0,Qala-E-Kah,04,33,32.43890723,61.3907374460001,تعمیر,3304248,Anjeeran,Angiran School,Farah,1,2,3,Building
0,Bamyan,01,10,34.8337473170001,67.781931516,تعمیر,1001168,Mulah Ghulam,Karte Solh High School,Bamyan,1,2,3,Building
0,Bamyan,01,10,34.8786028280001,67.5152384500001,تعمیر,1001169,Dahan Jaopalan,Mosque,Bamyan,1,2,3,Building
0,Miramor,07,24,33.9077212900001,67.121170598,تعمیر,2407191,Shazan,Mosque,Daykundi,1,2,3,Building
0,Miramor,07,24,33.8322656720001,67.245977242,تعمیر,2407192,Ghajorak,Mosque,Daykundi,1,2,3,Building
0,Shahristan,02,24,33.539880313,66.6667225990001,تعمیر,2402172,Rakhan,Mosque,Daykundi,1,2,3,Building
0,Dahana-E-Ghuri,02,09,35.751902467,68.498323224,تعمیر,0902260,Naw Amad Qara Khwal Shakar To,Nawamad Mosque,Baghlan,1,2,3,Building
0,Doshi,03,09,35.5983017800001,68.730003688,تعمیر,0903261,Khwaja Zaid Sufla,Abo Hanifa Madrasa,Baghlan,1,2,3,Building
0,Bagrami,04,01,34.4661011320001,69.248404801,تعمیر,0104539,Qalai Hasan Khan Sufla,Qala Hasan Khan Mosque,Kabul,1,2,3,Building
0,Bagrami,04,01,34.492235239,69.31229847,تعمیر,0104540,Hasan Khil Village_Said Jamaludin Second Part,Mehtarlam Baba Mosque,Kabul,1,2,3,Building
0,Alingar,04,07,34.9068623530001,70.3770636660001,تعمیر,0704131,Lokar,School,Laghman,1,2,3,Building
0,Alingar,04,07,34.75865579,70.2973460970001,تعمیر,0704132,Chinchar Pol,Mosque,Laghman,1,2,3,Building
0,Baglan-E-Jadeed,05,09,36.290958017,68.7356316980001,تعمیر,0905275,Larkhwabi,Mulah Khal Muhammad Mosque,Baghlan,1,2,3,Building
0,Manduzay,02,14,33.316118869,69.864384958,تعمیر,1402177,Dikano Village,Mosque,Khost,1,2,3,Building
0,Shuhada,12,17,37.0579333550001,71.1752473170001,تعمیر,1712305,Dargab,Wakil Abdul Jabar School,Badakhshan,1,2,3,Building
0,Sozma Qala,04,22,36.043066468,66.236171748,تعمیر,2204141,Safar Qeshlaq,Mosque,Sar-E-Pul,1,2,3,Building
0,Tarank Wa Jaldak,02,26,31.8322213300001,66.3741679560001,قریه,2602052,Daro,Haji Abdul Aziz Pump Station,Zabul,1,2,3,Village
0,Gurziwan,08,29,35.7234816070001,65.2609034050001,تعمیر,2908212,Qala Tori,Qala Tardi Female Primary School,Faryab,1,2,3,Building
0,Nahia_08,01,01,34.5090996100001,69.2423275550001,تعمیر,0101520,Behaind Of Cokakola Industary,Hzor Hazrat Nabi Mosque,Kabul,1,2,3,Building
0,Nahia_15,01,01,34.577129423,69.169276122,تعمیر,0101528,District-15,Muhammad Hanifa Ghazi Mosque,Kabul,1,2,3,Building
0,Jabulussaraj,05,03,35.142909838,69.2854461490001,تعمیر,0305154,Ezatullah Khil_ Gul Bahar,Abdul Hadi Shaheed Secondary School,Parwan,1,2,3,Building
0,Kama,05,06,34.4143830970001,70.564862527,تعمیر,0605512,Koza Deh Ghazi,Clinic,Nangarhar,1,2,3,Building
0,Kama,05,06,34.441254681,70.628792683,تعمیر,0605513,Dar Gul Sufla,Molawi Ebarahim Kamawi School,Nangarhar,1,2,3,Building
0,Paryan,07,08,35.640124196,69.8803022320001,قریه,0807108,Chaoni,Chawni School,Panjshir,1,2,3,Village
0,Rukha,02,08,35.30317036,69.4244688270001,قریه,0802099,Chamal Warda,Chamal Warda Mosque,Panjshir,1,2,3,Village
0,Nahreen,04,09,36.089925676,69.003424525,ولسوالی,0904265,Khwaja Gul Khor,Khwaja Gul Khar School,Baghlan,1,2,3,District
0,Yakawlang,05,10,34.932332993,66.461486995,تعمیر,1005178,Kaligan,Kaligan Femal High School,Bamyan,1,2,3,Building
0,Enjil,02,32,34.2712524100001,62.363835,تعمیر,3202062,Sar Asiab Village ,Sar Asiab Scondary School ,Herat,2,0,2,Building
0,Bangi,04,18,36.71706323,69.25501896,تعمیر,1804059,Saqaba,Dahana Bangi School,Takhar,2,4,6,Building
0,Bangi,04,18,36.52873468,69.36576055,تعمیر,1804060,Mirza Bacha,Mawlawi Ezzatullah Shaheed High School,Takhar,2,3,5,Building
0,Rustaq,10,18,36.9165261,69.7208900600001,تعمیر,1810119,Dasht Mirzayee,Koktaba High School,Takhar,1,2,3,Building
0,Rustaq,10,18,37.1689737500001,69.80510956,تعمیر,1810120,Ganda,Ganda Secondary School,Takhar,2,2,4,Building
0,Hazrat-E-Sultan,02,20,36.52187461,67.8292491600001,تعمیر,2002022,Dawlat Abad Village,Dawlat Abad Secondary School,Samangan,1,1,2,Building
0,Hazrat-E-Sultan,02,20,36.4550794400001,67.8962214200001,تعمیر,2002023,District Compound,District Office,Samangan,1,2,3,Building
0,Chaki Wardak,04,04,34.1326621800001,68.6617637100001,قریه,0404083,Noor Khel,Saleh Mohammad House,Wardak,1,1,2,Village
0,Ghoryan,11,32,34.3447002,61.4787101300001,تعمیر,3211456,Markaz-E-Sar Asia ,Sar Asia Mosque ,Herat,2,1,3,Building
0,Obe,12,32,34.3698498900001,63.1758597400001,قریه,3212365,Markaz-E-Oba Char Mahal,Markaz-E-Oba High School ,Herat,2,3,5,Village
0,Waras,07,10,34.13035484,67.0671756070001,تعمیر,1007186,Dara Ghol Sia,Dara Ghol Sia Mosque,Bamyan,1,2,3,Building
0,Argo,02,17,37.0083106340001,70.1072349130001,تعمیر,1702287,Now Abad Qala Zafar,Qala Zafar Mosque,Badakhshan,1,2,3,Building
0,Jaji Maidan,13,14,33.584588859,70.0865715,تعمیر,1413185,Sara Pila,Sari Pili School,Khost,1,2,3,Building
0,Darayim,07,17,36.9692617500001,70.3399291960001,تعمیر,1707295,Chapa,Chapa Village Mosque,Badakhshan,1,2,3,Building
0,Rustaq,10,18,37.046219474,70.1243170600001,تعمیر,1810209,Dasht Amani,Mosque,Takhar,1,2,3,Building
0,Yamgan,18,17,36.5661118010001,70.948278249,تعمیر,1718313,Awrugh,Ogh Female Secondary School,Badakhshan,1,2,3,Building
0,Qala-E-Zal,07,19,36.96337173,68.579586645,تعمیر,1907219,Shor Aruq,Secondary School,Kunduz,1,2,3,Building
0,Khedir,05,24,33.9399442080001,65.7162024450001,قریه,2405182,Dahan Abdara,Mosque,Daykundi,1,2,3,Village
1,Shah Joi,06,26,32.698926365,67.30400108,قریه,2606071,Zargan,Bagh Naso Mosque,Zabul,1,2,3,Village
1,Arghandab,05,26,32.517356567,66.9633115370001,قریه,2605061,Khwazangi,Moque,Zabul,1,2,3,Village
1,Shemel Zayi,10,26,31.7372903000001,67.6097660400001,تعمیر,2610080,Omran Villge,House,Zabul,1,2,3,Building
1,Shemel Zayi,10,26,32.0164067350001,67.74303652,تعمیر,2610081,Seen Zai,House,Zabul,1,2,3,Building
