Long,Lat,ps_male,pc_name,PC-number,province,ps_total,district,ps_female,pc_location,iec_prov_id,map_accuracy,iec_district_id
70.65470123000004,37.05528508000002,2,Bagh Mubarak School,1702055,Badakhshan,3,Argo,1,Bagh Mubarak,17,Building,2
64.22200661000002,33.59241815000004,1,Seb Talkh School,2308232,Ghor,2,Taywara,1,Seb Talkh,23,Village,8
67.12117059800002,33.90772129000004,2,Mosque,2407191,Daykundi,3,Miramor,1,Shazan,24,Building,7
67.24597724200001,33.832265672000055,2,Mosque,2407192,Daykundi,3,Miramor,1,Ghajorak,24,Building,7
66.66672259900007,33.539880313000005,2,Mosque,2402172,Daykundi,3,Shahristan,1,Rakhan,24,Building,2
68.49832322400002,35.751902467000015,2,Nawamad Mosque,0902260,Baghlan,3,Dahana-E-Ghuri,1,Naw Amad Qara Khwal Shakar To,9,Building,2
68.73000368800004,35.59830178000002,2,Abo Hanifa Madrasa,0903261,Baghlan,3,Doshi,1,Khwaja Zaid Sufla,9,Building,3
69.24840480100002,34.46610113200004,2,Qala Hasan Khan Mosque,0104539,Kabul,3,Bagrami,1,Qalai Hasan Khan Sufla,1,Building,4
69.31229847000002,34.49223523900001,2,Mehtarlam Baba Mosque,0104540,Kabul,3,Bagrami,1,Hasan Khil Village_Said Jamaludin Second Part,1,Building,4
70.37706366600007,34.90686235300005,2,School,0704131,Laghman,3,Alingar,1,Lokar,7,Building,4
70.29734609700003,34.75865579000002,2,Mosque,0704132,Laghman,3,Alingar,1,Chinchar Pol,7,Building,4
68.73563169800005,36.29095801700004,2,Mulah Khal Muhammad Mosque,0905275,Baghlan,3,Baglan-E-Jadeed,1,Larkhwabi,9,Building,5
69.86438495800004,33.316118869000015,2,Mosque,1402177,Khost,3,Manduzay,1,Dikano Village,14,Building,2
71.17524731700006,37.05793335500004,2,Wakil Abdul Jabar School,1712305,Badakhshan,3,Shuhada,1,Dargab,17,Building,12
66.23617174800005,36.04306646800003,2,Mosque,2204141,Sar-E-Pul,3,Sozma Qala,1,Safar Qeshlaq,22,Building,4
66.37416795600005,31.832221330000017,2,Haji Abdul Aziz Pump Station,2602052,Zabul,3,Tarank Wa Jaldak,1,Daro,26,Village,2
65.26090340500006,35.723481607000025,2,Qala Tardi Female Primary School,2908212,Faryab,3,Gurziwan,1,Qala Tori,29,Building,8
69.24232755500002,34.50909961000006,2,Hzor Hazrat Nabi Mosque,0101520,Kabul,3,Nahia_08,1,Behaind Of Cokakola Industary,1,Building,1
69.16927612200003,34.577129423000024,2,Muhammad Hanifa Ghazi Mosque,0101528,Kabul,3,Nahia_15,1,District-15,1,Building,1
69.28544614900004,35.142909838,2,Abdul Hadi Shaheed Secondary School,0305154,Parwan,3,Jabulussaraj,1,Ezatullah Khil_ Gul Bahar,3,Building,5
70.56486252700005,34.414383097000034,2,Clinic,0605512,Nangarhar,3,Kama,1,Koza Deh Ghazi,6,Building,5
70.628792683,34.44125468100001,2,Molawi Ebarahim Kamawi School,0605513,Nangarhar,3,Kama,1,Dar Gul Sufla,6,Building,5
69.88030223200006,35.64012419600001,2,Chawni School,0807108,Panjshir,3,Paryan,1,Chaoni,8,Village,7
69.42446882700004,35.303170359999996,2,Chamal Warda Mosque,0802099,Panjshir,3,Rukha,1,Chamal Warda,8,Village,2
69.00342452500004,36.089925676000036,2,Khwaja Gul Khar School,0904265,Baghlan,3,Nahreen,1,Khwaja Gul Khor,9,District,4
66.46148699500002,34.93233299300002,2,Kaligan Femal High School,1005178,Bamyan,3,Yakawlang,1,Kaligan,10,Building,5
62.36383500000004,34.27125241000001,0,Sar Asiab Scondary School,3202062,Herat,3,Enjil,3,Sar Asiab Village,32,Building,2
69.25501896,36.717063230000065,5,Dahana Bangi School,1804059,Takhar,7,Bangi,2,Saqaba,18,Building,4
69.36576055000003,36.52873468000005,3,Mawlawi Ezzatullah Shaheed High School,1804060,Takhar,5,Bangi,2,Mirza Bacha,18,Building,4
69.72089006000003,36.91652610000003,2,Koktaba High School,1810119,Takhar,3,Rustaq,1,Dasht Mirzayee,18,Building,10
69.80510956000003,37.16897375000005,2,Ganda Secondary School,1810120,Takhar,4,Rustaq,2,Ganda,18,Building,10
67.82924916000006,36.52187461000003,2,Dawlat Abad Secondary School,2002022,Samangan,3,Hazrat-E-Sultan,1,Dawlat Abad Village,20,Building,2
67.89622142000006,36.45507944000006,3,District Office,2002023,Samangan,4,Hazrat-E-Sultan,1,District Compound,20,Building,2
61.47871013000006,34.34470020000003,1,Sar Asia Mosque,3211456,Herat,3,Ghoryan,2,Markaz-E-Sar Asia,32,Building,11
63.175859740000064,34.369849890000054,4,Markaz-E-Oba High School,3212365,Herat,6,Obe,2,Markaz-E-Oba Char Mahal,32,Village,12
67.06717560700007,34.13035484000004,2,Dara Ghol Sia Mosque,1007186,Bamyan,3,Waras,1,Dara Ghol Sia,10,Building,7
