id,name,distId,provId,lon,lat,ps_total,ps_male,ps_female
2501012,Shah Hussain High School,2501,25,65.90733,32.73398382,6,3,3
2504030,Chahar Chino Bazar High School,2504,25,65.564029,32.9399450000001,6,6,0
2504031,Chahar Chino Bazar Women'S Clinic,2504,25,65.5637784400001,32.94304256,5,0,5
2601002,Shekh Mati High School,2601,26,66.91388327,32.1034982400001,8,6,2
2601003,Kandak School,2601,26,66.91609981,32.10699395,5,3,2
2601008,Spina Ghbarga Madrassa,2601,26,67.01802085,32.1925943900001,7,5,2
2601009,Haji Allah Dad Mosque,2601,26,66.87705355,32.0824005,5,3,2
2602029,Ghaishi Rabat School,2602,26,66.5227827,31.89322648,5,5,0
2602030,Haji Khadi Khan Private House,2602,26,66.72946306,32.0579246300001,5,5,0
2603033,Syori (Shenkai) District Office,2603,26,67.0379149,31.97093948,10,5,5
2606010,Baba Hotak High School,2606,26,67.41391912,32.51981393,8,7,1
2606014,Karbaghi School,2606,26,67.3764111,32.47751681,5,4,1
2601005,Sinak High School,2601,26,66.91530493,32.1146627200001,5,3,2
2601006,Chonai School,2601,26,66.8937071600001,32.10074875,6,4,2
2609042,Omomi School,2609,26,67.4830004,32.00536025,3,2,1
2609043,District Clinic,2609,26,67.6387580200001,32.20409758,3,2,1
2610038,Jangi Borj Mosque,2610,26,67.6161111100001,31.56277777,2,1,1
2610039,Seenzai School,2610,26,67.7440689800001,32.01677998,3,2,1
2601050,Resala Female School,2601,26,66.9144632900001,32.1102155230001,3,2,1
2602051,Muhammad Jan Village Mosque,2602,26,66.573372539,31.906913215,3,2,1
2603053,Ziarat Madrasa,2603,26,67.111875599,32.026882685,4,3,1
2606070,Qaiom Village School,2606,26,67.481234788,32.575642287,3,2,1
2602026,Boys School,2602,26,66.32468242,31.79946917,6,6,0
2602027,Girls School,2602,26,66.32492155,31.80171793,4,0,4
2701005,Mir Bazar School,2701,27,65.7026817700001,31.62244711,6,6,0
2701006,Qawmi Secondary School,2701,27,65.7229955500001,31.63939867,7,4,3
2701040,Mirwais Neeka High School,2701,27,65.73046173,31.6212830000001,12,10,2
2701042,Shaheed Azeemullah School,2701,27,65.70153099,31.64059597,10,6,4
2702102,Sheen Awliya School,2702,27,65.70043481,31.7398762,3,3,0
2702103,Jala Oar School,2702,27,65.6545850300001,31.71188923,3,3,0
2702107,Manara School,2702,27,65.60953264,31.6873428,3,2,1
2702108,Khushal Khan School,2702,27,65.58540293,31.64907262,3,1,2
2703074,Sayed Mohammad Kor,2703,27,65.9709932000001,31.4741210500001,3,3,0
2703075,Haji Sultan Mohammad Aka Private House,2703,27,66.0403478200001,31.572936,3,3,0
2704185,Girls School,2704,27,65.45551939,31.5430613500001,4,2,2
2704186,Chehl Ghor School,2704,27,65.46399049,31.55029324,4,4,0
2704189,Talgaan Village School,2704,27,65.31551355,31.43922059,4,2,2
101260,Sanaie Mosque,101,1,69.09801223,34.49676374,4,2,2
101280,Mir Sayed Ali Yakhsuz Mosque,101,1,69.0869927800001,34.4974735700001,4,2,2
101296,Khwaja Bughra No.2 Secondary School,101,1,69.1625000000001,34.56944444,8,4,4
101313,Halo Khel Secondary School,101,1,69.26938616,34.52997563,7,4,3
101508,Shahrak-E-Mohammadia High School,101,1,69.272798717,34.663543852,5,2,3
102409,Hazrat-E-Khalid Ibne Walid High School,102,1,68.9804209900001,34.5331514600001,4,2,2
103494,Reshkhur-E-Ulya Primary School,103,1,69.12548831,34.42428806,4,3,1
105470,Sulh High School,105,1,69.39915005,34.57290983,5,3,2
107435,Qala-E- Janan Mosque,107,1,69.1756937700001,34.3546893000001,3,1,2
109445,Wali Khan Secondary School,109,1,69.42253445,34.36873804,4,2,2
113375,Shaheed Ahmad Shah Masoud High School,113,1,69.0875904200001,34.8209570600001,3,2,1
115476,Dar-E-Hesara Mosque,115,1,69.7356006300001,34.57699678,4,3,1
201007,Girls High School,201,2,69.3704739400001,35.03855431,6,4,2
201008,Mawlawi Ghulam Eshan House,201,2,69.29947765,35.01664767,5,3,2
203068,Mohammad Omarkhel Mosque,203,2,69.4101410200001,35.1163286500001,2,1,1
204037,Molla Khalil Mosque,204,2,69.32830197,35.0904472,3,2,1
2704190,Bazar Madrassa,2704,27,65.2706051900001,31.45634205,2,2,0
2705149,Awal Camp Tent,2705,27,65.36432778,31.67057505,4,2,2
2705150,Aashoqa School,2705,27,65.5096305800001,31.59774157,3,2,1
2705160,Amanullah School,2705,27,65.39318419,31.53098485,2,2,0
2705161,Haji Lala Oil Station,2705,27,65.52713516,31.62213409,3,2,1
2707121,Haji Qayoom Guest House,2707,27,65.49351383,31.90385895,2,1,1
2709130,Pir Khadim Mosque,2709,27,65.17564375,32.0784107100001,2,2,0
2712263,District Building Office,2712,27,65.65759441,32.42136393,6,3,3
2712264,Haji Agha Lala Private House,2712,27,65.67159114,32.41962007,3,3,0
2715254,District Building Office,2715,27,67.17797326,31.6494085300001,6,4,2
2715255,Haji Manan Private House,2715,27,67.32400657,31.34158915,5,3,2
2715257,Obto School,2715,27,67.0352219900001,31.48632695,5,3,2
2715258,Aala Jirga Mosque,2715,27,67.7657899800001,31.36849267,7,5,2
2701010,Aino Secondary School,2701,27,65.6965109600001,31.62359614,7,1,6
2701012,Pakhwanai Walayat,2701,27,65.7126059,31.6181172,7,7,0
2701022,Mirwais Mena Girls School,2701,27,65.64720464,31.61567499,6,4,2
2701023,Sayed Jamaluddin High School,2701,27,65.76504105,31.62114067,8,5,3
2701061,Yateemano School,2701,27,65.6107392000001,31.61771754,5,4,1
2701062,Ameer Lalee Hotel,2701,27,65.8362914100001,31.6183483,8,5,3
2702109,Mohammad Yaqoob Qalacha School,2702,27,65.72564015,31.73407696,3,1,2
2702110,Baba Wali Sahib Old District Office,2702,27,65.6577980700001,31.65820728,3,3,0
2702113,Bagh Pul Hotel Park,2702,27,65.57770777,31.6134289,5,3,2
2702114,Khana Gardab Madrassa,2702,27,65.7466871,31.78014096,3,2,1
2703083,Azam Qala School,2703,27,65.9473361,31.64569559,5,3,2
2703084,Faram Tarank School,2703,27,65.875274347,31.490184055,5,3,2
2704193,Tranining Center Place,2704,27,65.4481241600001,31.3611022900001,8,4,4
2704194,Salihan Mosque,2704,27,65.53871174,31.56071513,4,2,2
2705163,Old Clinic,2705,27,65.31836114,31.54902085,3,2,1
2705164,Asad Soor School,2705,27,65.40918084,31.55722354,2,1,1
2706089,Wiyan Clinic,2706,27,65.96801075,31.9687947900001,6,3,3
2706090,Haji Fayab Private House,2706,27,66.02687838,32.07574627,2,2,0
2706091,Safullah Private House,2706,27,66.06644177,32.02147762,2,2,0
2706092,Malak Salam Private House,2706,27,66.02799602,31.9482679500001,4,2,2
2706095,Fazal Karam Mosque,2706,27,66.04625696,32.16932389,2,2,0
2707118,Naasir School,2707,27,65.60199657,31.98671283,2,2,0
2707124,Khakrez Village Clinic,2707,27,65.47167655,31.98600713,4,1,3
2708246,Mohamamd Neeka School,2708,27,66.5850882500001,31.56294971,5,3,2
2708247,Speen Agra Mosque,2708,27,66.7329135,31.6940352,3,2,1
2708252,Taisan Village School,2708,27,66.54681623,31.3847627100001,4,2,2
2708253,Tesan Village School,2708,27,66.58131426,31.3329233100001,3,2,1
2710137,Shahidano School,2710,27,65.12994252,31.74779912,2,2,0
2710138,Mohammad Yousuf Private House,2710,27,65.03081805,31.6374517400001,3,3,0
2710144,Sardar Asad Private House,2710,27,65.23264025,31.50780448,2,1,1
2710145,District Building Office,2710,27,65.05610836,31.6226324,3,0,3
2710148,Balos Haji Amanullah Village,2710,27,65.06197733,31.80142529,2,2,0
2711203,Haji Raziq Guest House,2711,27,66.4140878700001,30.99102689,7,6,1
2711208,Haji Ahmad Shah Market School,2711,27,66.41691556,30.97136213,6,3,3
2711209,Bambol Madrassa,2711,27,66.44213304,31.09279945,5,4,1
2711212,Qazi Madrassa,2711,27,66.39986734,31.0090424800001,6,4,2
2711213,Malyad Alizai,2711,27,66.39174875,31.002958,4,2,2
2712267,Haji Mirza Jamal Private House,2712,27,65.6521323200001,32.4138151500001,3,2,1
2712268,Wahab Khel School,2712,27,65.75547667,32.41398586,3,3,0
2714199,Wali Mohammad Khan Private House,2714,27,65.9943589800001,30.1795418500001,6,4,2
2714200,Faiz Mohammad Private House,2714,27,66.00318497,30.13752704,5,3,2
2717004,Haji Baba Guest House,2716,27,65.70954999,31.57355926,6,3,3
2717011,Rwani Secondary School,2716,27,65.64597159,31.5819141800001,6,3,3
2717021,Baldi Secondary School,2716,27,65.6818364000001,31.58284707,6,3,3
2717051,Chaplani School,2716,27,65.72178756,31.54897458,5,4,1
2718231,District Building Office,2716,27,65.962931981,31.32015694,5,2,3
2718232,Madad Khan School,2716,27,66.20142877,31.323333613,2,1,1
2718233,Madad Khan Village Clinic,2716,27,66.1673595330001,31.32856132,2,2,0
2718234,Road Side School,2716,27,65.979612295,31.181683036,4,2,2
2718235,Haji Mohammad Khan Village School,2716,27,66.0464469710001,31.113953821,5,3,2
2718236,Haji Mohmand Village School,2716,27,65.9790013400001,31.29422926,6,4,2
2718239,Maalem Sadullah School Tent,2716,27,66.0194489900001,31.05686727,8,4,4
2718240,Tangai Village Tent,2716,27,65.550920808,31.4584411370001,8,5,3
2701058,Shaheed Abdul Ahad Khan Karzai High School,2701,27,65.7465475700001,31.6212759700001,6,4,2
2701063,Abdul Hadi Dawi Secondary School,2701,27,65.6769990000001,31.60097461,8,2,6
2702099,Ghazi Mohammad Akbar Khan School,2702,27,65.67305838,31.722425,4,1,3
2703070,Haji Saifullah Oil Station School,2703,27,65.9120532800001,31.44772126,4,3,1
2703072,Latif Agha School,2703,27,65.97863744,31.61645477,3,2,1
2703085,Haji Anfiya Kalacha/Shorandam Markaz,2703,27,65.80766527,31.5832221800001,3,2,1
2902023,Khwaja Namosi Girls School,2902,29,64.654321,36.04493734,3,0,3
2902024,Telaan Mosque,2902,29,64.80595251,35.53557283,2,1,1
2902028,Mir Qasim Madrassa,2902,29,64.97846193,35.64062794,2,1,1
3404064,Ashkanak School,3404,34,62.1638917760001,30.245990361,3,2,1
101304,Bi Bi Fatima Zahra Talemul Quran Madrassa,101,1,69.1579105110001,34.5894777230001,5,3,2
1201019,School,1201,12,68.7555005300001,33.14646574,4,4,0
1202028,District Center,1202,12,68.8591499500001,33.2707341600001,4,0,4
1207086,Haji Mir Ahmad Guest House,1207,12,68.4622826,32.8525480700001,2,0,2
1205076,Marzak Girls School,1205,12,69.0846991500001,33.14770746,3,0,3
1205077,Big Mosque,1205,12,68.97065434,33.06422717,3,3,0
1208128,Zarif Khan Guest House,1208,12,68.85169469,32.4473061,3,0,3
1208129,Haji Omar Mosque,1208,12,69.08527955,32.1257959,3,3,0
1207094,Sharif Guest House,1207,12,68.4943129000001,32.79963724,2,0,2
1207104,Ajab Khan Guest House,1207,12,68.54518563,32.8199002700001,2,0,2
1208136,Saied Ahmad Madrassa,1208,12,68.94004699,32.74249173,2,0,2
1209110,Jani Khel Bazaar Mosque,1209,12,68.40064473,32.76417635,3,0,3
1209111,Molla Ghani Guest House,1209,12,68.3986001900001,32.74827956,3,3,0
1209117,Ahmad Guest House,1209,12,68.3971027200001,32.76294915,2,2,0
1209118,Zekria Guest House,1209,12,68.3970109300001,32.7628,2,0,2
1211177,Bebi Kot Mosque,1211,12,69.24188991,32.93893913,2,2,0
1213201,Tori Khel Mosque,1213,12,69.2483698500001,33.1727249,3,3,0
1213202,Zafar Jan Guest House,1213,12,69.23540362,33.14792194,3,0,3
1211186,Zarif Guest House,1211,12,69.2697668370001,32.900984065,4,3,1
1211296,Per Koti Clinic,1211,12,69.25700206,32.9253963,2,2,0
1214248,Malik Shahi Madrassa,1214,12,69.24444226,32.62538879,2,0,2
1215269,Jangir Mosque,1215,12,69.3396876,32.96675301,3,3,0
1215270,Nazar Gul Guest House,1215,12,69.34073935,32.9681553500001,3,0,3
1217299,Marjan Village Tent,1217,12,68.25623665,32.18532421,3,0,3
1216210,Health Clinic,1216,12,68.04435485,32.5970838,4,3,1
1216212,Gul Sadin Guest House,1216,12,68.08786797,32.62203767,2,1,1
1218302,2 Cheena Village Mosque,1218,12,68.86965503,31.77452553,2,0,2
1305122,Qadir Jan Hojra,1305,13,69.49360029,33.4624368500001,2,0,2
1312154,Sharabak Primary School,1311,13,69.6231838200001,33.70240797,2,2,0
1311185,Secondary School,1311,13,69.9022222,33.8319444,2,2,0
1312146,Laja Mangal School,1311,13,69.62981956,33.81125735,2,2,0
1408055,Babrak Tana Village Tent,1408,14,70.21944023,33.45988143,2,1,1
3006119,Hazar Joft School,3006,30,64.1925544000001,31.13029878,5,4,1
2704191,Mullah Atta Mohamamd Place,2704,27,65.32941981,31.47825107,9,5,4
2107271,Tila Qarya Dar Private House,2107,21,66.9084596800001,36.2207309,2,1,1
3205272,Amir Maawia Primary School,3205,32,61.76787065,34.33691066,3,0,3
205041,Mohammad Ayoub Secondary School,205,2,69.68367932,34.99662751,2,1,1
101021,Ansari High School,101,1,69.1698551200001,34.51573382,8,4,4
101040,Amir Hamza Secondary School,101,1,69.15076,34.5125100000001,5,3,2
101059,Imam Reza E Ghareeb Mosque,101,1,69.15720675,34.53907627,6,3,3
101079,Itifaq Mosque,101,1,69.08491043,34.52250632,3,2,1
101098,Mohammad Asif Mayel High School,101,1,69.1060555500001,34.5056111100001,9,4,5
101099,Ali Naqi Mosque,101,1,69.09900221,34.4987518400001,4,2,2
101118,Ummulbanin High School,101,1,69.12148858,34.50246264,9,4,5
101139,Omra Khan High School,101,1,69.16557078,34.48385439,7,4,3
101155,Amina Fidawi Girls High School,101,1,69.20667875,34.50522254,6,3,3
101174,Shaikh Najmuddin Akhundzada Mosque,101,1,69.22210894,34.50292905,2,1,1
101190,Shah Darak Estern Mosque,101,1,69.19100512,34.5228565200001,2,1,1
101191,Setara High School,101,1,69.1901566000001,34.52576152,5,2,3
101206,Hazrat Omer Farooq Mosque,101,1,69.16982966,34.54213852,3,1,2
101226,Amani High School,101,1,69.1834874400001,34.52932787,5,3,2
101227,Wazir Akbar Khan Mosque,101,1,69.18246111,34.53561388,3,2,1
101245,Imam-E-Zaman Mosque,101,1,69.13266388,34.57273333,6,3,3
101259,Kazimia Mosque,101,1,69.0829015400001,34.49524977,6,4,2
205064,Mohammad Ayoub Secondary School (Kuchi),205,2,69.68356018,34.9966139,2,1,1
205062,Malik Rozakhel House,205,2,69.6128659600001,35.0384683400001,2,1,1
605149,Qala-E- Akhund Mosque,605,6,70.57992799,34.41477223,3,3,0
301006,Meyan Shakh High School,301,3,69.19735298,34.9830268900001,5,4,1
301027,Toop Dara School,301,3,69.12533518,34.9842125100001,3,2,1
302111,Abdul Sattar Shaheed High School,302,3,69.19891676,34.96375494,4,2,2
304037,"Imam-E-Azaam Uqtash High School,",304,3,69.2652321,35.0515052800001,4,3,1
305057,Du Bandi Mosque,305,3,69.27843799,35.1261900100001,4,3,1
305058,Aushaba Mosque,305,3,69.11027099,35.1152164,3,2,1
309132,Female High School_Bazar Lolegn,309,3,68.64786727,34.92405001,3,2,1
401001,Municipality Building,401,4,68.86581843,34.39469009,7,5,2
404084,Langar Madrassa,404,4,68.68389434,34.15868679,4,2,2
405127,Sultan Khel Mosque,405,4,68.6374790400001,33.87735625,2,1,1
405128,Almar School,405,4,68.62996977,33.90627993,2,1,1
406070,Tangi Saiedan Clinic,406,4,68.48719312,34.23750654,5,3,2
409034,Darunjoi Mosque,409,4,67.89919982,34.3719375800001,4,3,1
409055,Bad-E-Asyab School,409,4,67.9714781100001,34.37206787,2,1,1
501014,Choni School,501,5,69.13026177,33.87698637,3,1,2
502036,Qala-E-Badi Mosque,502,5,68.9780952400001,33.97090739,3,2,1
505058,Zarghon Shahr Boys & Girls School,505,5,69.1293884,34.11534155,6,3,3
505059,Gumaran School,505,5,69.14945702,34.28315228,3,2,1
601020,Women Affairs Directorate,601,6,70.433192375,34.4327052290001,7,0,7
601041,Majboor Abad School,601,6,70.4703461870001,34.412415553,5,0,5
602067,Hada School,602,6,70.4716035100001,34.36314468,4,4,0
602068,Najmul Qura Clinic,602,6,70.47027914,34.36261812,3,0,3
603090,Bala Bagh Clinic,603,6,70.22175106,34.3949062,2,0,2
1005072,Munbar-E-Sarkanak,1005,10,66.84244182,34.67231445,2,1,1
1005073,Munbar-E-Surkhake Payeen,1005,10,66.74750431,34.61724298,2,1,1
1005093,Munbar-E-Shenia Sare Murghi,1005,10,66.46149527,34.93232507,2,1,1
1006111,Girdenay Mosque,1006,10,66.8998528,34.32706546,3,2,1
1006112,Char Deh Mosque,1006,10,66.65535975,34.30592109,3,2,1
1007133,Zardak Berana Qol-E-Masot Mosque,1007,10,66.61715195,34.0519562100001,3,2,1
1007137,Dahan-E-Mangos Shenia Awba Mosque,1007,10,67.19669969,34.2577744800001,2,1,1
1007155,Pesh Deh Mosque,1007,10,66.8659702400001,34.12045105,3,2,1
2902029,Chehak Gleem Baft Mosque,2902,29,64.93290691,35.66360644,3,2,1
2902049,Arab Aqsai Boys Secondary School,2902,29,64.6452403900001,35.9108674,2,1,1
2902051,Jamshidi Secondary School,2902,29,64.82447954,35.88823922,5,3,2
2902052,Dahendara School,2902,29,64.86724037,35.83350382,3,2,1
2902201,Jar Qala Khwaja Musa Mosque,2902,29,64.68608003,36.01063214,2,1,1
2902202,Arab Kawan Bashi Mosque,2902,29,64.65976127,35.84077368,2,1,1
2904065,Chaghatak Mosque,2904,29,64.5833181,35.8823636700001,4,2,2
2904066,Aiti Oroq Mosque,2904,29,64.53605587,35.7867354,3,2,1
2905143,Qorgh Khwaja Arab Mosque,2905,29,65.52694338,35.9604612300001,4,2,2
2905207,Qerma Mosque,2905,29,65.19112297,35.94317189,3,2,1
2906145,Gul Qadoq Boys School,2906,29,65.0815397800001,36.1358816200001,4,3,1
2906146,Tapa Qala Mosque,2906,29,64.8555587100001,36.25708984,3,2,1
2907088,Waimas School,2907,29,64.0304982200001,35.68626537,2,1,1
2907106,Chakna Yozbegi School,2907,29,64.3055095600001,35.59697223,3,2,1
2907107,Ghora Mosque,2907,29,64.16132919,35.5900747200001,3,2,1
2907109,Sayad Naqi Mosque,2907,29,64.53667042,35.67212603,3,2,1
2908135,Mullah Ghulam Sakhi Dahandara House,2908,29,65.0790376,35.59361105,3,1,2
2909164,Char Shangho Secondary School,2909,29,64.8968979,36.4646432100001,4,3,1
2909165,Khair Abad Primar School,2909,29,64.93543327,36.39175783,4,3,1
2909168,Joq Ha Mosque,2909,29,64.90396288,36.33493803,3,2,1
2910121,Qadoghak School,2910,29,64.73990738,35.34094386,3,2,1
2910122,Takhta Band Lafra Mosque,2910,29,64.59364213,35.22983163,3,2,1
2913185,Qazi Baba Murad High School,2913,29,65.1157745500001,36.95606823,5,3,2
2913186,Dawlat Geldi High School,2913,29,65.1406009300001,36.95120761,5,3,2
2914176,Rahman Qol Shaheed High School,2914,29,65.17775312,36.98423599,4,3,1
2914177,Chakman High School,2914,29,65.2131962,36.9493379400001,4,3,1
2914180,Arab Shah Payeen Girls High School,2914,29,65.16170332,36.99048597,2,1,1
3001001,Haji Tawos Mosque,3001,30,64.46979044,31.61208738,5,3,2
2901003,Sayad Rajab High School,2901,29,64.76273524,35.90273894,5,3,2
2901004,Afghan Kot Girls High School,2901,29,64.7901190100001,35.91599397,5,0,5
2902021,Gadai Qala Boys School,2902,29,64.6924767500001,36.02271593,2,1,1
2902035,Omomi Zarshoy Mosque,2902,29,65.09922394,35.90640316,4,2,2
2902038,Tirak Lek Mosque,2902,29,65.1385871900001,35.95526629,2,1,1
2902039,Burhan Bay Mosque,2902,29,64.80857297,35.74357546,3,2,1
2902044,Taklai Hazar Sam Mosque,2902,29,64.69984285,35.76956508,2,1,1
2902045,Moqani Mosque,2902,29,64.67728527,35.81991917,2,1,1
3401058,Alhaqia Sistan,3401,34,61.862519036,30.938905545,3,2,1
3401059,Firoza Gai Primary School,3401,34,61.8104875430001,30.8504258190001,3,2,1
3402060,Gargich School,3402,34,61.785463941,31.419475393,3,2,1
3402013,Karki School,3402,34,61.78768858,31.3232084300001,2,1,1
3402014,Telaye School,3402,34,61.7801873000001,31.20306659,3,2,1
3403037,Haji Sediq Rooms,3403,34,62.1472127800001,31.20377857,2,1,1
3403038,Mohammad Dawood Khan House,3403,34,62.38432313,31.38601012,2,1,1
3404027,Haji Gul Mohammad House,3404,34,62.5960763400001,30.15261987,2,1,1
3404063,Karodi School,3404,34,61.7711871750001,30.195242705,3,2,1
1709132,Sang Payan,1709,17,70.44621744,37.48621425,2,1,1
1709136,Aab Zamach Mosque,1709,17,70.5380661400001,37.5377979,2,1,1
1711181,Arghandkan School,1711,17,70.30657257,36.84746352,2,1,1
1711182,Yawli Bala School,1711,17,70.28302985,36.81236318,2,1,1
1711186,Dasht Laryang School,1711,17,70.38130981,36.76328256,2,1,1
1713145,Sangi Khwah School,1713,17,70.03096488,37.40701819,2,1,1
1714229,Zerakai Mosque,1714,17,70.55376294,37.59336632,4,3,1
1715159,Khushka Dara School,1715,17,70.1220563,36.76791247,2,1,1
1715160,Dasht Khawrak School,1715,17,70.17893825,36.66171824,4,2,2
2903057,Bolak Bacha Solidarity Council Building,2903,29,64.97654448,36.0381600200001,3,2,1
2903058,Deh Naw Boys High School,2903,29,64.8409815,36.07255767,4,2,2
2903061,Samleek Pogani Solidarity Council Building,2903,29,64.8747361000001,36.02986334,4,2,2
2903062,Badghisi Girls High School,2903,29,64.8487503,36.04318238,3,1,2
2904063,Almaar Boys High School,2904,29,64.5336904800001,35.84736317,7,4,3
2904073,Qarayee Secondary School,2904,29,64.56910709,35.5638859,3,2,1
2904076,Khosh Bayee Primary School,2904,29,64.5987045100001,35.57594462,3,2,1
2904077,Aaq Masjid Primary School,2904,29,64.54981095,35.59080497,2,1,1
2905138,Balcheragh Madrassa,2905,29,65.23171608,35.84318914,5,3,2
2905139,Tash Qala Boys School,2905,29,65.51587708,35.89682909,4,2,2
2906149,Islam Qala Boys School,2906,29,64.8639899500001,36.22613555,5,3,2
2906150,Mahd School,2906,29,64.9506300400001,36.15539727,5,3,2
2906208,Kalta Shor Mosque,2906,29,65.01539425,36.10979108,3,2,1
2907204,Khatayee Mosque,2907,29,64.0598046900001,35.67851321,2,1,1
2908123,Gholbayan Mosque,2908,29,65.3557827800001,35.73536973,5,2,3
2908126,Takhara Mosque,2908,29,65.33273774,35.70499036,4,2,2
2908127,Dara-E-Zang Madrassa,2908,29,65.28086281,35.63678932,5,3,2
2910117,Baam Surkh Mosque,2910,29,65.2610773100001,35.39420904,2,1,1
2912192,Khalifa Abdullah Mosque,2912,29,65.07228939,36.95829396,2,1,1
2912193,Kuhna Qarghan Primary School,2912,29,65.0695866,36.91712742,3,2,1
2903210,Yangi Qala Mosque,2903,29,64.86351618,36.089203552,3,2,1
2903211,Qezl Qshlaq Male School,2903,29,64.871341562,36.022267296,3,2,1
2908213,Pakhal Soz Female School,2908,29,65.2767557870001,35.678313952,3,2,1
2910214,Mosque,2910,29,65.3564799000001,35.386369879,3,2,1
2901010,Jarnail Ghawsuddin Secondary School,2901,29,64.7765955400001,35.9216572600001,5,5,0
2901011,Pasha Khani Girls School,2901,29,64.77830134,35.90946155,5,0,5
2901199,Veterinary Mudiriyat,2901,29,64.784409,35.92692398,5,3,2
2903056,Shabakhto Girls School,2903,29,64.89381347,35.97181868,3,2,1
2906154,Shah Yousuf Boys Secondary School,2906,29,64.95232285,36.3121101400001,2,1,1
2906155,Shamsuddin Shaheed High School,2906,29,64.87232578,36.29248254,4,2,2
2907092,Sawr Mosque,2907,29,64.3366738700001,35.72918073,2,1,1
2908132,Jar Qala High School,2908,29,65.16467974,35.69363872,4,2,2
2908133,Tagab Shan Madrassa,2908,29,65.13935272,35.6723752500001,4,2,2
2911170,Qaramqol Boys High School,2911,29,65.08320934,36.86448903,4,3,1
2911173,Yousuf Mir Zayee Girls School,2911,29,65.13707114,36.83874903,4,2,2
2911174,Aalti Bolak Girls School,2911,29,65.0816542900001,36.85367332,4,2,2
2912198,Bagh Bostan High School,2912,29,65.09308753,36.9190698200001,4,2,2
2913181,Yoldoz Girls High School,2913,29,65.1232858600001,36.94528897,7,4,3
2913183,Yangee Tigarman Girls High School,2913,29,65.11217209,36.90594371,6,3,3
3001003,Girls High School,3001,30,64.3655562800001,31.58645269,6,0,6
3001004,Boys Secondary School,3001,30,64.3656098100001,31.58533434,6,6,0
3001012,Numarat C1 School,3001,30,64.3750809300001,31.6073465900001,5,5,0
3001013,Tor Tank Boys School,3001,30,64.36132045,31.59794416,10,9,1
3002062,Dahna 31 Gharbi Primary School,3002,30,64.31818332,31.72661414,7,7,0
3002065,Naqil Abad School,3002,30,64.2710575500001,31.6954167000001,4,4,0
3004038,Gereshk Haji Fabrika,3004,30,64.56035125,31.8209806,5,3,2
3004039,Girls High School,3004,30,64.57012669,31.82000645,4,0,4
3006121,Hassan Abad Barjawi School,3006,30,64.17099487,31.07603693,3,3,0
3008129,Central Hospital,3008,30,64.84086052,32.05761836,5,3,2
3008130,Central Mosque,3008,30,64.83753068,32.0719374600001,5,5,0
3014086,Block 4 - F Building,3011,30,64.0665271,31.5145591,3,2,1
3014087,Faizullah Private House (Kochi Center),3011,30,64.23042719,31.5291449800001,3,2,1
3002070,Loy Bagh School,3002,30,64.26293447,31.6301187,4,3,1
3002071,Chah Enjeer High School,3002,30,64.31261712,31.6814652400001,4,2,2
3002080,Sheen Village School,3002,30,64.21993969,31.64180542,4,3,1
3002081,Noor Mohammad Village School,3002,30,64.12606307,31.7161686900001,4,3,1
3003092,Mangal Zai School,3003,30,64.3611019,31.42490408,4,3,1
3003093,Khalj High School,3003,30,64.2820846600001,31.37779026,4,4,0
3003103,Kharaba Clinic,3003,30,64.34492724,31.407990661,5,5,0
3003104,Baslan Clinic,3003,30,64.29419262,31.35453314,5,5,0
3006114,Haji Hazrat Ali Khan Village School,3006,30,64.2012155,31.04606188,5,4,1
3006115,Kodalee School,3006,30,64.18516786,31.01789557,3,3,0
3007204,District Center School,3007,30,64.4709456400001,32.40445721,7,6,1
3008133,Sher Ali Mosque,3008,30,64.96361935,32.15928941,4,3,1
3008134,Nasozi School,3008,30,64.96966258,32.17163802,5,5,0
3009180,Akhtar Jan Market,3009,30,64.77292558,32.35121228,6,4,2
3009187,Cheek Aab School,3009,30,64.81106227,32.2802201700001,5,3,2
3014074,Marja Block 9 School,3011,30,64.07228957,31.3890808,3,2,1
3014075,Malak Private House,3011,30,64.0460482,31.47104147,8,6,2
3001010,Karta-E-Lagan High School,3001,30,64.37544581,31.59188774,8,8,0
3001019,Haji Kareem Dad Village School,3001,30,64.3673263,31.50202868,5,5,0
3001029,Korghojat School Babaji,3001,30,64.4179295600001,31.72487052,4,2,2
3001030,Khan Mohammad Mosque,3001,30,64.3575695200001,31.63788901,6,3,3
3003107,Gorgeen Sufla School,3003,30,64.33702285,31.4607026,4,3,1
3003108,Gorgeen Ulya School,3003,30,64.32043605,31.36278231,4,3,1
3004055,Haji Saleem Private House,3004,30,64.62951415,31.8381592200001,4,3,1
3006125,Hazar Joft Village School,3006,30,64.1984617100001,31.13096019,4,2,2
3011217,District Building Office,3011,30,63.7856295,30.5513746600001,3,2,1
3014083,Marja Block 11 Khord School,3011,30,64.1019913200001,31.37106128,3,2,1
3102028,Jafari High School,3102,31,63.01769924,35.21470479,4,3,1
3102037,Mobarak Shah Secondary School,3102,31,63.04927878,35.0487565700001,2,1,1
3102038,Sang-E- Khars School,3102,31,63.0637632,35.0847701500001,2,1,1
3102048,Kokjail Village School,3102,31,62.82235,34.86830278,3,2,1
3102049,Aab Barik School,3102,31,62.7196765300001,34.8995323,3,2,1
3103022,Khwaja Pesta Village Mosque,3103,31,63.2009066300001,35.10643408,3,2,1
